대분류코드,중분류코드,소분류코드,직무코드,직무명,직무역량코드,직무역량수준(능력단위수준 이면서 세분류의 자식),직무역량명,수준(직급수준),직급명
14,1,2,3,건설공사환경관리,3,6,환경관련 인·허가 이행,6,건설공사 환경관리 실무책임자
14,1,2,3,건설공사환경관리,8,6,에너지 및 온실가스 저감,6,건설공사 환경관리 실무책임자
14,1,2,3,건설공사환경관리,9,6,환경오염물질 측정·분석,6,건설공사 환경관리 실무책임자
14,1,2,3,건설공사환경관리,4,7,환경영향평가서 이행,7,건설공사 환경관리 총괄책임자
14,1,2,3,건설공사환경관리,10,7,환경민원사고 대응 및 보고,7,건설공사 환경관리 총괄책임자
14,1,2,3,건설공사환경관리,11,7,환경교육 계획수립 및 실시,7,건설공사 환경관리 총괄책임자
14,1,2,4,건설공사공무관리,5,5,현장자원 관리,5,건설공사 공무관리 실무관리자
14,1,2,4,건설공사공무관리,9,5,고객 관리,5,건설공사 공무관리 실무관리자
14,1,2,4,건설공사공무관리,1,6,현장착공 관리,6,건설공사 공무관리 실무책임자
14,1,2,4,건설공사공무관리,4,6,계약 관리,6,건설공사 공무관리 실무책임자
14,1,2,4,건설공사공무관리,6,6,하도급 관리,6,건설공사 공무관리 실무책임자
14,1,2,4,건설공사공무관리,8,6,현장준공 관리,6,건설공사 공무관리 실무책임자
14,1,2,4,건설공사공무관리,10,6,하자 관리,6,건설공사 공무관리 실무책임자
14,1,2,4,건설공사공무관리,2,7,설계적정성 검토,7,건설공사 공무관리 총괄책임자
14,1,2,4,건설공사공무관리,3,7,실행예산 관리,7,건설공사 공무관리 총괄책임자
14,1,2,4,건설공사공무관리,7,7,공사원가 관리,7,건설공사 공무관리 총괄책임자
14,1,3,1,유지관리,6,6,시설물 성능 상태 분석,6,유지관리 고급 기술자
14,1,3,1,유지관리,7,6,보수·보강 설계,6,유지관리 고급 기술자
14,1,3,1,유지관리,12,6,유지관리 개선사항 피드백,6,유지관리 고급 기술자
14,1,3,1,유지관리,2,4,유지관리 행정업무 수행,4,유지관리 중급 기술자(1)
14,1,3,1,유지관리,4,4,시설물 점검 실시,4,유지관리 중급 기술자(1)
14,1,3,1,유지관리,1,5,유지관리 계획 수립,5,유지관리 중급 기술자(2)
14,1,3,1,유지관리,5,5,시설물 진단 실시,5,유지관리 중급 기술자(2)
14,1,3,1,유지관리,8,5,보수·보강 시공 관리,5,유지관리 중급 기술자(2)
14,1,3,1,유지관리,10,3,보수·보강 후 성능관리 시행,3,유지관리 초급 기술자
14,1,3,1,유지관리,3,2,유지관리 정보 수집,2,유지관리 초급자
14,1,3,1,유지관리,11,2,유지관리 보수·보강 후 시설물 이력  정보관리,2,유지관리 초급자
14,1,3,1,유지관리,9,7,보수·보강 성능 평가,7,유지관리 특급 기술자
14,2,1,1,도로설계,8,5,도로설계 계산서 작성,5,도로설계 실무관리자
14,2,1,1,도로설계,10,5,도로설계 공사비 산출,5,도로설계 실무관리자
14,2,1,1,도로설계,7,4,도로설계 도면 작성,4,도로설계 실무자
14,2,1,1,도로설계,12,4,도로설계 인·허가서류 작성,4,도로설계 실무자
14,2,1,1,도로설계,15,4,도로 배수시설 설계,4,도로설계 실무자
14,2,1,1,도로설계,16,4,도로 포장·부대시설 설계,4,도로설계 실무자
14,2,1,1,도로설계,3,6,도로 출입시설 계획,6,도로설계 실무책임자
14,2,1,1,도로설계,5,6,도로설계 교통수요·경제성 분석,6,도로설계 실무책임자
14,2,1,1,도로설계,9,6,도로설계 시방서 작성,6,도로설계 실무책임자
14,2,1,1,도로설계,14,6,도로 선형·토공 설계,6,도로설계 실무책임자
14,2,1,1,도로설계,1,7,도로설계 대상 조사분석,7,도로설계 총괄책임자
14,2,1,1,도로설계,11,7,도로설계 보고서 작성,7,도로설계 총괄책임자
14,2,1,1,도로설계,13,7,도로설계 노선계획,7,도로설계 총괄책임자
14,2,1,2,공항설계,1,5,공항설계 현황조사,5,공항설계 실무관리자
14,2,1,2,공항설계,7,5,공항설계 공종별 세부설계,5,공항설계 실무관리자
14,2,1,2,공항설계,8,5,공항설계 계산서 작성,5,공항설계 실무관리자
14,2,1,2,공항설계,10,5,공항설계 시방서 작성,5,공항설계 실무관리자
14,2,1,2,공항설계,11,5,공항설계 사업비 산정,5,공항설계 실무관리자
14,2,1,2,공항설계,14,5,공항설계 인·허가 서류 작성,5,공항설계 실무관리자
14,2,1,2,공항설계,9,4,공항설계 도면 작성,4,공항설계 실무자
14,2,1,2,공항설계,2,6,공항설계 설계기준 수립,6,공항설계 실무책임자
14,2,1,2,공항설계,6,6,공항설계 평면배치,6,공항설계 실무책임자
14,2,1,2,공항설계,12,6,공항설계 보고서 작성,6,공항설계 실무책임자
14,2,1,2,공항설계,13,6,공항설계 유지관리 계획 수립,6,공항설계 실무책임자
14,2,1,2,공항설계,15,6,공항설계 수요예측,6,공항설계 실무책임자
14,2,1,2,공항설계,16,6,공항설계 시설규모 결정,6,공항설계 실무책임자
14,2,1,2,공항설계,4,7,공항설계 입지 분석,7,공항설계 총괄책임자
14,2,1,2,공항설계,5,7,공항설계 사업 타당성 분석,7,공항설계 총괄책임자
14,2,1,3,터널설계,7,5,터널설계 계산서 작성,5,터널설계 실무관리자
14,2,1,3,터널설계,8,5,터널설계 도면 작성,5,터널설계 실무관리자
14,2,1,3,터널설계,2,4,터널설계 현황조사,4,터널설계 실무자
14,2,1,3,터널설계,4,6,터널 일반설계,6,터널설계 실무책임자
14,2,1,3,터널설계,5,6,부문별 터널설계,6,터널설계 실무책임자
14,2,1,3,터널설계,6,6,TBM 터널설계,6,터널설계 실무책임자
14,2,1,3,터널설계,10,6,터널설계 사업비 산정,6,터널설계 실무책임자
14,2,1,3,터널설계,11,6,터널설계 보고서 작성,6,터널설계 실무책임자
14,2,1,3,터널설계,12,6,터널 지하안전 계획 수립,6,터널설계 실무책임자
14,2,1,3,터널설계,1,7,터널설계 사업계획 수립,7,터널설계 총괄책임자
14,2,1,3,터널설계,3,7,터널설계 기본계획 수립,7,터널설계 총괄책임자
14,2,1,3,터널설계,9,7,터널설계 시방서 작성,7,터널설계 총괄책임자
14,2,1,4,교량설계,3,5,교량설계 현황 조사,5,교량설계 실무관리자
14,2,1,4,교량설계,6,5,교량설계 계산서 작성,5,교량설계 실무관리자
14,2,1,4,교량설계,7,5,교량설계 도면 작성,5,교량설계 실무관리자
14,2,1,4,교량설계,9,5,교량설계 사업비 산정,5,교량설계 실무관리자
14,2,1,4,교량설계,1,6,교량설계 사전자료 검토,6,교량설계 실무책임자
14,2,1,4,교량설계,2,6,교량설계 사업개요 분석,6,교량설계 실무책임자
14,2,1,4,교량설계,10,6,교량설계 보고서 작성,6,교량설계 실무책임자
14,2,1,4,교량설계,4,7,교량설계 기본계획 수립,7,교량설계 총괄책임자
14,2,1,4,교량설계,5,7,교량설계 형식·공법 결정,7,교량설계 총괄책임자
14,2,1,4,교량설계,8,7,교량설계 시방서 작성,7,교량설계 총괄책임자
14,2,1,5,항만(해양)설계,4,5,항만(해양)설계 설계기준 설정,5,항만(해양) 설계 실무관리자
14,2,1,5,항만(해양)설계,6,5,항만(해양)설계 상세설계,5,항만(해양) 설계 실무관리자
14,2,1,5,항만(해양)설계,7,5,항만(해양)설계 계산서 작성,5,항만(해양) 설계 실무관리자
14,2,1,5,항만(해양)설계,9,5,항만(해양)설계 시방서 작성,5,항만(해양) 설계 실무관리자
14,2,1,5,항만(해양)설계,12,5,항만(해양)설계 인·허가 서류 작성,5,항만(해양) 설계 실무관리자
14,2,1,5,항만(해양)설계,2,4,항만(해양)설계 현황조사·실험,4,항만(해양) 설계 실무자
14,2,1,5,항만(해양)설계,8,4,항만(해양)설계 도면 작성,4,항만(해양) 설계 실무자
14,2,1,5,항만(해양)설계,10,4,항만(해양)설계 사업비 산정,4,항만(해양) 설계 실무자
14,2,1,5,항만(해양)설계,1,6,항만(해양)설계 사업개요 분석,6,항만(해양) 설계 실무책임자
14,2,1,5,항만(해양)설계,11,6,항만(해양)설계 보고서 작성,6,항만(해양) 설계 실무책임자
14,2,1,5,항만(해양)설계,13,6,항만(해양)설계 환경·교통·재해 영향평가,6,항만(해양) 설계 실무책임자
14,2,1,5,항만(해양)설계,3,7,항만(해양)설계 설계 타당성 검토,7,항만(해양) 설계 총괄책임자
14,2,1,5,항만(해양)설계,5,7,항만(해양)설계 기본계획 수립,7,항만(해양) 설계 총괄책임자
14,2,1,6,상하수도설계,14,5,상하수도 기본설계 기초자료작성,5,상하수도설계 실무관리자
14,2,1,6,상하수도설계,4,4,상하수도설계 현황조사,4,상하수도설계 실무자
14,2,1,6,상하수도설계,8,4,상하수도설계 도면 작성,4,상하수도설계 실무자
14,2,1,6,상하수도설계,11,4,상하수도설계 사업비 산정,4,상하수도설계 실무자
14,2,1,6,상하수도설계,13,4,상하수도설계 인·허가 서류 작성,4,상하수도설계 실무자
14,2,1,6,상하수도설계,1,6,상하수도 사업계획 수립,6,상하수도설계 실무책임자
14,2,1,6,상하수도설계,3,6,상하수도 기본계획수립,6,상하수도설계 실무책임자
14,2,1,6,상하수도설계,7,6,상하수도설계 계산서 작성,6,상하수도설계 실무책임자
14,2,1,6,상하수도설계,9,6,상하수도설계 유지관리계획 수립,6,상하수도설계 실무책임자
14,2,1,6,상하수도설계,10,6,상하수도설계 시방서 작성,6,상하수도설계 실무책임자
14,2,1,6,상하수도설계,12,6,상하수도설계 보고서 작성,6,상하수도설계 실무책임자
14,2,1,6,상하수도설계,2,7,상하수도 사업타당성 검토,7,상하수도설계 총괄책임자
14,2,1,6,상하수도설계,6,7,상하수도 실시설계,7,상하수도설계 총괄책임자
14,2,1,6,상하수도설계,15,7,상하수도 기본설계도서 작성,7,상하수도설계 총괄책임자
14,2,1,7,하천(댐)설계,7,5,하천설계 실시설계,5,하천(댐) 설계 실무관리자
14,2,1,7,하천(댐)설계,8,5,댐설계 실시설계,5,하천(댐) 설계 실무관리자
14,2,1,7,하천(댐)설계,9,5,하천(댐)설계 계산서 작성,5,하천(댐) 설계 실무관리자
14,2,1,7,하천(댐)설계,11,5,하천(댐)설계 시방서 작성,5,하천(댐) 설계 실무관리자
14,2,1,7,하천(댐)설계,12,5,하천(댐)설계 사업비 산정,5,하천(댐) 설계 실무관리자
14,2,1,7,하천(댐)설계,2,4,하천(댐)설계 수리분석,4,하천(댐) 설계 실무자
14,2,1,7,하천(댐)설계,3,4,하천(댐)설계 수문분석,4,하천(댐) 설계 실무자
14,2,1,7,하천(댐)설계,10,4,하천(댐)설계 도면 작성,4,하천(댐) 설계 실무자
14,2,1,7,하천(댐)설계,4,6,하천설계 치수 기본계획,6,하천(댐) 설계 실무책임자
14,2,1,7,하천(댐)설계,5,6,하천설계 이수 기본계획,6,하천(댐) 설계 실무책임자
14,2,1,7,하천(댐)설계,6,6,댐설계 기본계획,6,하천(댐) 설계 실무책임자
14,2,1,7,하천(댐)설계,13,6,하천(댐)설계 보고서 작성,6,하천(댐) 설계 실무책임자
14,2,1,7,하천(댐)설계,1,7,하천(댐)설계 사업계획 수립,7,하천(댐)설계 총괄책임자
14,2,1,8,지반설계,2,5,지반설계 현황조사,5,지반설계 실무관리자
14,2,1,8,지반설계,5,5,지반설계 지반조사보고서 작성,5,지반설계 실무관리자
14,2,1,8,지반설계,10,5,지반설계 사업비 산정,5,지반설계 실무관리자
14,2,1,8,지반설계,4,4,지반설계 지반조사,4,지반설계 실무자
14,2,1,8,지반설계,8,4,지반설계 도면 작성,4,지반설계 실무자
14,2,1,8,지반설계,3,6,지반설계 사업개요 분석,6,지반설계 실무책임자
14,2,1,8,지반설계,6,6,지반설계 기준 작성,6,지반설계 실무책임자
14,2,1,8,지반설계,7,6,지반설계 지반구조물 안정해석,6,지반설계 실무책임자
14,2,1,8,지반설계,9,6,지반설계 시방서 작성,6,지반설계 실무책임자
14,2,1,8,지반설계,11,6,지반설계 보고서 작성,6,지반설계 실무책임자
14,2,1,8,지반설계,1,7,지반설계 사전자료 검토,7,지반설계 총괄책임자
14,2,1,9,단지설계,7,5,단지설계 공종별 세부설계,5,단지설계 실무관리자
14,2,1,9,단지설계,10,5,단지설계 공사비 산정,5,단지설계 실무관리자
14,2,1,9,단지설계,12,5,단지설계 인·허가서류 작성,5,단지설계 실무관리자
